seq,timestamp_ms,red,ir,red_corrected,ir_corrected,time_diff_ms,red_norm,ir_norm,red_corrected_norm,ir_corrected_norm,red_dc,ir_dc,red_ac,ir_ac,red_ac_dc_ratio,ir_ac_dc_ratio,red_ir_ratio,corrected_red_ir_ratio,ratio_of_ratios,red_corrected_roll_mean,red_corrected_roll_std,red_corrected_roll_min,red_corrected_roll_max,red_corrected_roll_range,red_corrected_roll_median,red_corrected_roll_rms,ir_corrected_roll_mean,ir_corrected_roll_std,ir_corrected_roll_min,ir_corrected_roll_max,ir_corrected_roll_range,ir_corrected_roll_median,ir_corrected_roll_rms,red_diff_1,ir_diff_1,red_diff_2,ir_diff_2,red_abs_diff,ir_abs_diff,red_outlier_flag,ir_outlier_flag,red_corrected_outlier_flag,ir_corrected_outlier_flag,signal_quality_score
4776,230697,40928,100349,-17.884516195866343,13.182011283483472,20.0,0.7060782681099084,0.6439359267734553,0.3183830530416163,0.41810904194785986,40933.22,100319.24,-5.220000000001164,29.75999999999476,-0.00012752478304910202,0.0002966529650742446,0.4078565805339366,-1.356736526107736,-0.42987867327463203,-13.070333750506157,17.977032936020237,-43.29856444906922,68.55650888452405,111.85507333359327,-12.5464679533487,22.08039545091434,-16.07653587589605,44.420597944403454,-129.32192593861967,39.30142136021895,168.6233472988386,1.191845192582047,46.82072977936987,-10.0,6.0,-13.0,7.0,10.0,6.0,0,0,0,0,100
4777,230723,40926,100346,-19.82510931657236,9.727759230026775,26.0,0.704412989175687,0.6425629290617849,0.31550457640945945,0.416029917885979,40933.42,100321.98,-7.419999999998254,24.020000000004075,-0.0001812699745097833,0.0002394290862282032,0.4078488430032089,-2.037993421483746,-0.7570925377755163,-12.81799504803047,17.787115276326677,-43.29856444906922,68.55650888452405,111.85507333359327,-12.5464679533487,21.779688645791932,-13.295542172523119,41.438652355195735,-114.09084177795356,39.30142136021895,153.3922631381725,2.215117320678518,43.12296502440484,-2.0,-3.0,-12.0,3.0,2.0,3.0,0,0,0,0,100
4778,230739,40925,100336,-21.02209153644426,-0.16985918102089,16.0,0.7035803497085762,0.6379862700228833,0.31372909585547554,0.41007251342467693,40933.82,100324.22,-8.819999999999709,11.779999999998836,-0.00021546975092966424,0.00011741930313536289,0.40787952479668316,123.76187975296357,-1.8350453901201167,-12.372465589777969,17.279815573281507,-41.3547151307679,68.55650888452405,109.91122401529195,-12.5464679533487,21.111562957108763,-11.017122520584467,38.83349197973093,-113.76890393433602,39.30142136021895,153.07032529455498,2.215117320678518,39.99070249429022,-1.0,-10.0,-3.0,-13.0,1.0,10.0,0,0,0,0,100
4779,230755,40942,100350,-4.395316472750547,14.0118545914351,16.0,0.7177352206494588,0.6443935926773455,0.3383915472360918,0.41860852697745593,40934.52,100326.74,7.480000000003201,23.25999999999476,0.00018273085894260398,0.00023184247788769733,0.4079920279023418,-0.3136855613272802,0.7881681588613687,-11.649485029364065,16.827367400912916,-41.3547151307679,68.55650888452405,109.91122401529195,-12.121536990123579,20.327508190179522,-8.461507350069045,36.03737502452016,-111.24448848196856,39.30142136021895,150.5459098421875,3.997339556455077,36.66491043655033,17.0,14.0,16.0,4.0,17.0,14.0,0,0,0,0,100
4780,230771,40937,100360,-8.950319464123927,23.79827129837596,16.0,0.7135720233139051,0.6489702517162471,0.3316351233725966,0.42449899881914815,40935.14,100329.42,1.860000000000582,30.580000000001746,4.543773393716455e-05,0.0003047959412104819,0.40790155440414505,-0.37609116023207595,0.14907591537049625,-11.001397116031187,16.274895084661896,-35.322100324488595,68.55650888452405,103.87860920901264,-12.038249124340517,19.509113365836843,-5.760652154462154,33.119310817703166,-98.71691188761253,39.30142136021895,138.0183332478315,5.814505497172581,33.288678064828325,-5.0,10.0,12.0,24.0,5.0,10.0,0,0,0,0,100
4781,230784,40935,100354,-10.9679378449977,17.671639198306085,13.0,0.7119067443796836,0.6462242562929061,0.32864239537619805,0.4208113616634287,40935.6,100331.74,-0.5999999999985448,22.25999999999476,-1.4657168821234936e-05,0.00022186398840481347,0.40790601271498894,-0.6206519792487066,-0.06606375792042211,-10.514313866441368,15.892098088575429,-30.837154416140763,68.55650888452405,99.39366330066481,-11.944506811448928,18.922431189089938,-3.4328811327437814,30.433879101452078,-93.2653379093694,39.30142136021895,132.56675926958837,6.649842811033152,30.322949231404777,-2.0,-6.0,-7.0,4.0,2.0,6.0,0,0,0,0,100
4782,230804,40947,100349,0.7807276584170906,12.577928015833187,20.0,0.7218984179850125,0.6439359267734553,0.34606915977609615,0.4177454425238125,40936.12,100333.86,10.87999999999738,15.139999999999418,0.00026577995178823444,0.0001508962178869568,0.408045919740107,0.06207124555286888,1.7613426997046557,-9.973090598548747,15.804766482104325,-30.837154416140763,68.55650888452405,99.39366330066481,-11.772985252720483,18.5541738368937,-1.3160158142397296,27.607766077298095,-75.94110670518958,39.30142136021895,115.24252806540854,7.165609950456575,27.36196028150768,12.0,-5.0,10.0,-11.0,12.0,5.0,0,0,0,0,100
4783,230824,40925,100349,-21.36055741208542,12.48457905598163,20.0,0.7035803497085762,0.6439359267734553,0.3132270503192834,0.4176892555213658,40936.26,100335.64,-11.260000000002037,13.360000000000582,-0.0002750617667564657,0.0001331530849855603,0.4078266848698044,-1.7109553567087323,-2.0657558687903825,-9.811496949263214,15.642133321928837,-30.837154416140763,68.55650888452405,99.39366330066481,-11.772985252720483,18.331619692466234,0.4524979009836946,25.480051753785773,-75.58608335396194,39.30142136021895,114.88750471418089,7.471901443551491,25.228022732246085,-22.0,0.0,-10.0,-5.0,22.0,0.0,0,0,0,0,100
4784,230860,40944,100352,-1.870293932328405,15.133553043048062,36.0,0.7194004995836802,0.6453089244851259,0.34213690647740985,0.41928368044189096,40936.66,100337.48,7.3399999999965075,14.520000000004075,0.00017930138902383602,0.00014471162720056428,0.40800382653061223,-0.12358591052664704,1.2390254500789475,-9.361648307801385,15.538199575587772,-30.837154416140763,68.55650888452405,99.39366330066481,-11.601170220306383,18.006870693398632,2.266890628923895,23.071090366235683,-56.42804387849866,39.30142136021895,95.72946523871761,7.999786533347761,22.95143785467522,19.0,3.0,-3.0,3.0,19.0,3.0,0,0,0,0,100
4785,230877,40928,100352,-17.37211334104425,15.092699538313065,17.0,0.7060782681099084,0.6453089244851259,0.31914309883798564,0.4192590906020668,40936.82,100338.36,-8.819999999999709,13.639999999999418,-0.0002154539605176882,0.00013594003330330912,0.40784438775510207,-1.1510275744206566,-1.584919138845345,-9.157780372385634,15.360335558624085,-30.837154416140763,68.55650888452405,99.39366330066481,-11.601170220306383,17.75066341444596,3.1246645257177295,22.725253769034733,-56.42804387849866,39.30142136021895,95.72946523871761,8.901824711503544,22.712814534711658,-16.0,0.0,3.0,3.0,16.0,0.0,0,0,0,0,100
4786,230895,40933,100356,-12.04246477819654,19.303754742384413,18.0,0.7102414654454621,0.6471395881006865,0.3270485524243531,0.4217937366166598,40937.1,100339.9,-4.099999999998545,16.10000000000582,-0.00010015365035624275,0.00016045461476447376,0.40787795448204395,-0.6238405397762036,-0.6241867864209149,-8.841365540904293,15.128347523607088,-30.837154416140763,68.55650888452405,99.39366330066481,-11.601170220306383,17.39135720543558,4.639300498135391,21.143799477068974,-51.06855976089188,39.30142136021895,90.36998112111084,9.64769301337196,21.439266785788554,5.0,4.0,-11.0,4.0,5.0,4.0,0,0,0,0,100
4787,230912,40928,100344,-16.510806709561106,7.49882570355234,17.0,0.7060782681099084,0.6416475972540046,0.3204206726814629,0.4146883165044039,40937.12,100341.1,-9.12000000000262,2.8999999999941792,-0.00022278069390329897,2.8901417265648662e-05,0.4078769034521247,-2.2017856344813582,-7.708296512091442,-8.783725939580211,15.092774161450185,-30.837154416140763,68.55650888452405,99.39366330066481,-11.601170220306383,17.331758036404153,5.8106482074242765,19.557430331267565,-48.7788277205851,39.30142136021895,88.08024908080405,9.64769301337196,20.21402612370494,-5.0,-12.0,0.0,-8.0,5.0,12.0,0,0,0,0,100
4788,230940,40937,100364,-6.936864332906852,26.78166182223608,28.0,0.7135720233139051,0.6508009153318077,0.3346216760318146,0.42629470999718383,40937.46,100342.66,-0.4599999999991269,21.339999999996508,-1.1236652200677005e-05,0.0002126712606581937,0.407885297517038,-0.25901545538699033,-0.05283578122356931,-8.393747605043856,14.877740841844687,-30.837154416140763,68.55650888452405,99.39366330066481,-11.25931554787945,16.952145231892306,7.321857998280699,18.119639674806162,-40.25289811130362,39.30142136021895,79.55431947152258,10.14442673698325,19.374326301916867,9.0,20.0,4.0,8.0,9.0,20.0,0,0,0,0,100
4789,230958,40934,100367,-9.803307254007898,29.50071138762582,18.0,0.7110741049125728,0.6521739130434783,0.3303698888448132,0.4279313136061161,40937.78,100344.08,-3.779999999998836,22.919999999998254,-9.233524631767614e-05,0.00022841407285809241,0.40784321539948387,-0.3323074865957277,-0.4042449975271076,-8.016176553834622,14.58910889680839,-30.837154416140763,68.55650888452405,99.39366330066481,-10.385622549502799,16.518000574438815,8.682197114187394,17.134515551036213,-40.25289811130362,39.30142136021895,79.55431947152258,11.522836649960677,19.055191876105056,-3.0,3.0,6.0,23.0,3.0,3.0,0,0,0,0,100
4790,230978,40919,100359,-24.93553020661324,21.65389873951546,20.0,0.6985845129059117,0.6485125858123569,0.3079243026490758,0.4232082949226845,40937.62,100345.38,-18.62000000000262,13.619999999995343,-0.00045483836138990536,0.0001357312115415313,0.40772626271684653,-1.1515492201461737,-3.3510226293878844,-8.126783250514404,14.697775694585651,-30.837154416140763,68.55650888452405,99.39366330066481,-10.385622549502799,16.665795035397057,9.920333051203777,15.70321818288709,-26.200186416666185,39.30142136021895,65.50160777688514,12.531253535907409,18.44104790732957,-15.0,-8.0,-18.0,-5.0,15.0,8.0,0,0,0,0,100
4791,230998,40938,100382,-6.163393369886185,44.69267898408378,20.0,0.7144046627810158,0.6590389016018307,0.3357689634610809,0.4370754017873773,40937.7,100346.86,0.3000000000029104,35.13999999999942,7.32820847294573e-06,0.0003501853471050257,0.4078221195034966,-0.1379061069953119,0.020926656507840386,-8.01216465160034,14.69013939624186,-30.837154416140763,68.55650888452405,99.39366330066481,-9.575206840018295,16.603583166768217,11.337189350588702,15.577734778205436,-26.200186416666185,44.69267898408378,70.89286540074997,12.87996964965833,19.14012452349936,19.0,23.0,4.0,15.0,19.0,23.0,0,0,0,0,100
4792,231016,40930,100380,-13.991927392111206,42.21477606496952,18.0,0.7077435470441299,0.6581235697940503,0.3241569196964296,0.4355839450255641,40937.98,100348.3,-7.980000000003201,31.69999999999709,-0.00019492901213013442,0.00031589972127078476,0.40775054791791193,-0.3314462066688997,-0.6170597787993742,-7.70223921065401,14.388164340836745,-30.837154416140763,68.55650888452405,99.39366330066481,-9.575206840018295,16.19269515846951,12.705488600221415,15.213704791169695,-25.14342613854337,44.69267898408378,69.83610512262715,13.596932937459286,19.70424111134481,-8.0,-2.0,11.0,21.0,8.0,2.0,0,0,0,0,100
4793,231033,40947,100371,3.0770466567776618,32.860686339716565,17.0,0.7218984179850125,0.6540045766590389,0.3494752836596818,0.4299536920145528,40937.54,100349.06,9.459999999999127,21.94000000000233,0.00023108374367387797,0.0002186368262941609,0.40795648145380636,0.09363914755056825,1.0569296471719298,-8.109749134451443,13.762722295167745,-30.837154416140763,68.55650888452405,99.39366330066481,-9.575206840018295,15.855355735466901,13.387815496678932,15.339307735572412,-25.14342613854337,44.69267898408378,69.83610512262715,14.552277064874083,20.244062792429514,17.0,-9.0,9.0,-11.0,17.0,9.0,0,0,0,0,100
4794,231049,40929,100373,-15.437095433986237,34.8288644653917,16.0,0.7069109075770191,0.6549199084668192,0.32201330577051623,0.4311383439843081,40937.54,100350.2,-8.540000000000873,22.80000000000291,-0.0002086104831897782,0.0002272043304348463,0.4077690215496199,-0.4432270667143217,-0.9181624434293073,-8.08359062120965,13.747208690533416,-30.837154416140763,68.55650888452405,99.39366330066481,-9.575206840018295,15.82878609296375,14.447169449324324,14.941451172313684,-25.14342613854337,44.69267898408378,69.83610512262715,15.113126290680563,20.67613912145314,-18.0,2.0,-1.0,-7.0,18.0,2.0,0,0,0,0,100
4795,231068,40940,100372,-4.233711601266981,33.765791581905866,19.0,0.7160699417152373,0.6544622425629291,0.3386312553136094,0.43049847741482117,40937.76,100351.18,2.2399999999979627,20.820000000006985,5.471720973492352e-05,0.00020747140193076938,0.4078826764436297,-0.12538463939153457,0.26373374463041405,-7.825612031480321,13.694859901793153,-30.837154416140763,68.55650888452405,99.39366330066481,-9.174198683926969,15.65370268155221,15.343116525716736,14.723997161467024,-25.14342613854337,44.69267898408378,69.83610512262715,15.95631367210672,21.162972269618642,11.0,-1.0,-7.0,1.0,11.0,1.0,0,0,0,0,100
4796,231088,40935,100365,-9.20968128592548,26.56676284849068,20.0,0.7119067443796836,0.6512585812356979,0.3312504126697895,0.42616536169825464,40937.76,100351.84,-2.7600000000020373,13.160000000003492,-6.74194191377847e-05,0.00013113860194295882,0.40786130623225225,-0.34666177954943067,-0.5141081126296438,-7.778791792183608,13.685863412271196,-30.837154416140763,68.55650888452405,99.39366330066481,-9.105486113875363,15.62262468149119,15.913842167699304,14.591698100581183,-25.14342613854337,44.69267898408378,69.83610512262715,17.04316552074703,21.492083959635785,-5.0,-7.0,6.0,-8.0,5.0,7.0,0,0,0,0,100
4797,231124,40946,100373,1.3899574404404171,34.320311631330384,36.0,0.7210657785179018,0.6549199084668192,0.34697282869693113,0.4308322445979079,40938.14,100352.58,7.860000000000582,20.419999999998254,0.00019199699839808507,0.0002034825611857538,0.40793838980602354,0.04049955767801218,0.9435550510041798,-7.366811533176721,13.644740824911533,-30.837154416140763,68.55650888452405,99.39366330066481,-8.975805202974588,15.38587941265663,16.561931433227084,14.676663638270508,-25.14342613854337,44.69267898408378,69.83610512262715,17.43356431092616,22.031657659810435,11.0,8.0,6.0,1.0,11.0,8.0,0,0,0,0,100
4798,231144,40926,100342,-18.875697878620407,3.272837042730054,20.0,0.704412989175687,0.6407322654462243,0.31691283587883906,0.41214468200003734,40938.36,100352.28,-12.360000000000582,-10.279999999998836,-0.00030191732155368663,-0.00010243912744183626,0.40786510135337145,-5.767380909033939,2.947285174067026,-7.127582402426312,13.325979381850575,-24.93553020661324,68.55650888452405,93.49203909113729,-8.975805202974588,14.994416389416827,16.173873621503013,14.767939906163368,-25.14342613854337,44.69267898408378,69.83610512262715,17.04316552074703,21.801935602492218,-20.0,-31.0,-9.0,-23.0,20.0,31.0,0,0,0,0,100
4799,231149,40941,100359,-3.895582628043037,20.154032126364104,5.0,0.7169025811823481,0.6485125858123569,0.33913280112333904,0.42230552097429985,40938.18,100353.28,2.819999999999709,5.720000000001164,6.88843519667877e-05,5.6998635221501124e-05,0.4079454757420859,-0.1932904841878815,1.208526339255278,-7.282636846557694,13.240386739296179,-24.93553020661324,68.55650888452405,93.49203909113729,-8.975805202974588,14.994615154277403,17.079822786801163,13.518087363419912,-20.78478743238742,44.69267898408378,65.4774664164712,17.43356431092616,21.69802430348303,15.0,17.0,-5.0,-14.0,15.0,17.0,0,0,0,0,100
4800,231169,40935,100357,-9.849854536783376,18.017063251157754,20.0,0.7119067443796836,0.6475972540045767,0.3303008453836518,0.42101927337592737,40938.28,100353.4,-3.279999999998836,3.6000000000058208,-8.012061083169191e-05,3.5873224026349094e-05,0.40789381906593464,-0.5466958959668655,-2.233437696395586,-7.161479108513744,13.187461907761792,-24.93553020661324,68.55650888452405,93.49203909113729,-8.975805202974588,14.890189775789022,17.104582565801014,13.518659009990305,-20.78478743238742,44.69267898408378,65.4774664164712,17.615755539914865,21.71786829664422,-6.0,-2.0,9.0,15.0,6.0,2.0,0,0,0,0,100
4801,231200,40938,100347,-6.617141313727421,7.990766079549335,31.0,0.7144046627810158,0.6430205949656751,0.3350959203386973,0.4149844168054003,40938.12,100353.28,-0.12000000000261934,-6.279999999998836,-2.9312533160442967e-06,-6.257892118721815e-05,0.40796436365810634,-0.8280984886621304,0.046840905219104514,-7.2898751117244,13.149471345280144,-24.93553020661324,68.55650888452405,93.49203909113729,-8.975805202974588,14.919541007407494,16.890252442633283,13.577554329282492,-20.78478743238742,44.69267898408378,65.4774664164712,17.43356431092616,21.585726985891874,3.0,-10.0,-3.0,-12.0,3.0,10.0,0,0,0,0,100
4802,231216,40932,100341,-12.201624016608015,1.8590985502838957,16.0,0.7094088259783514,0.6402745995423341,0.326812471947889,0.41129374881063363,40937.84,100352.9,-5.8399999999965075,-11.89999999999418,-0.00014265530374823167,-0.0001185815257954098,0.4079289622387658,-6.563193766540645,1.2030145740775562,-7.524867667436899,13.129751890821309,-24.93553020661324,68.55650888452405,93.49203909113729,-9.105486113875363,15.018861822145865,16.41555646558356,13.68155650746304,-20.78478743238742,44.69267898408378,65.4774664164712,16.22040489168837,21.281724149433565,-6.0,-6.0,-3.0,-16.0,6.0,6.0,0,0,0,0,100
4803,231239,40925,100331,-19.135096124674146,-8.078363486158137,23.0,0.7035803497085762,0.6356979405034325,0.3165280711480353,0.4053123623587334,40937.64,100352.28,-12.639999999999418,-21.279999999998836,-0.00030876230285867523,-0.0002120529797628797,0.40789985149156294,2.368684716584139,1.4560620803533961,-7.674536646133351,13.220095947701449,-24.93553020661324,68.55650888452405,93.49203909113729,-9.105486113875363,15.171487430769126,15.704564893692616,14.014943563043504,-20.78478743238742,44.69267898408378,65.4774664164712,15.113126290680563,20.955276870379116,-7.0,-10.0,-13.0,-16.0,7.0,10.0,0,0,0,0,100
4804,231250,40943,100328,-1.2186705968022846,-10.98802296841491,11.0,0.7185678601165695,0.634324942791762,0.343103457643786,0.40356103010277183,40937.8,100351.36,5.19999999999709,-23.360000000000582,0.00012702196991526386,-0.0002327820968246029,0.40809146001116336,0.11090899612290175,-0.5456689824861085,-7.455684737291906,13.23487088852332,-24.93553020661324,68.55650888452405,93.49203909113729,-8.975805202974588,15.074674331112103,14.69877600711994,14.091259092760746,-20.78478743238742,44.69267898408378,65.4774664164712,14.552277064874083,20.264410360794237,18.0,-3.0,11.0,-13.0,18.0,3.0,0,0,0,0,100
4805,231270,40927,100343,-17.3285597735441,4.078905839602428,20.0,0.7052456286427977,0.6411899313501144,0.31920770172921437,0.4126298570843024,40937.48,100350.88,-10.480000000003201,-7.880000000004657,-0.00025600012506884156,-7.852447332803316e-05,0.4078710024615569,-4.248335326915298,3.2601317044102958,-7.725357141390206,13.297021751006337,-24.93553020661324,68.55650888452405,93.49203909113729,-9.105486113875363,15.262886838991752,14.135035945824168,13.937105736680628,-20.78478743238742,44.69267898408378,65.4774664164712,13.596932937459286,19.75239983341524,-16.0,15.0,2.0,12.0,16.0,15.0,0,0,0,0,100
4806,231288,40937,100354,-7.27888046097123,15.024599950375563,18.0,0.7135720233139051,0.6462242562929061,0.3341143644156135,0.4192181012678509,40937.56,100350.92,-0.5599999999976717,3.0800000000017462,-1.3679369263768326e-05,3.0692294599807816e-05,0.4079259421647368,-0.48446417774932393,-0.44569392553184933,-7.595920439265432,13.268641325923127,-24.93553020661324,68.55650888452405,93.49203909113729,-8.975805202974588,15.173454224498904,14.089382810025107,13.930239481338083,-20.78478743238742,44.69267898408378,65.4774664164712,13.596932937459286,19.715000596879673,10.0,11.0,-6.0,26.0,10.0,11.0,0,0,0,0,100
4807,231309,40932,100339,-12.276298136054464,0.0623629308774968,21.0,0.7094088259783514,0.6393592677345538,0.3267017080244472,0.4102122885693614,40937.46,100350.38,-5.459999999999127,-11.380000000004657,-0.00013337417612131107,-0.00011340265976077676,0.4079370932538694,-196.85248854274542,1.1761115339152035,-7.654504273465948,13.282989712108199,-24.93553020661324,68.55650888452405,93.49203909113729,-8.975805202974588,15.215140323068974,13.46766579261963,13.846795840800528,-20.78478743238742,44.69267898408378,65.4774664164712,12.87996964965833,19.216584031966352,-5.0,-15.0,5.0,-4.0,5.0,15.0,0,0,0,0,100
4808,231329,40938,100351,-6.315164291414284,12.040964890294958,20.0,0.7144046627810158,0.6448512585812357,0.3355438420554663,0.4174222429027738,40937.18,100350.24,0.819999999999709,0.7599999999947613,2.003069092692044e-05,7.573474662290407e-06,0.4079481021614134,-0.5244732751030874,2.6448482130212425,-7.912514264864202,13.125100825459501,-24.93553020661324,68.55650888452405,93.49203909113729,-8.975805202974588,15.212849445012784,13.250050468617806,13.780526263707575,-20.78478743238742,44.69267898408378,65.4774664164712,12.531253535907409,19.017588791532194,6.0,12.0,1.0,-3.0,6.0,12.0,0,0,0,0,100
4809,231351,40941,100355,-3.2591559447154976,16.072107039350428,22.0,0.7169025811823481,0.6466819221967963,0.3400768111357897,0.41984859874168146,40937.36,100350.08,3.639999999999418,4.919999999998254,8.891633461462629e-05,4.902836151200132e-05,0.4079617358377759,-0.20278336479068274,1.8135693682698546,-7.719063986402057,13.12089467956727,-24.93553020661324,68.55650888452405,93.49203909113729,-8.493643116128027,15.10955553531136,13.017613054892099,13.629108938374124,-20.78478743238742,44.69267898408378,65.4774664164712,12.531253535907409,18.74822145943816,3.0,4.0,9.0,16.0,3.0,4.0,0,0,0,0,100
4810,231382,40932,100338,-11.449653840662906,-1.118758147452514,31.0,0.7094088259783514,0.6389016018306636,0.3279278673166767,0.4095013684581631,40937.12,100349.78,-5.120000000002619,-11.779999999998836,-0.00012506986324398539,-0.00011738939537285319,0.40794115888297555,10.234252922970459,1.0654272717457776,-7.933362203163639,13.091963851681399,-24.93553020661324,68.55650888452405,93.49203909113729,-8.975805202974588,15.195715283937158,12.644040454312576,13.757450644366326,-20.78478743238742,44.69267898408378,65.4774664164712,12.262771973138294,18.583698724368002,-9.0,-17.0,-6.0,-13.0,9.0,17.0,0,0,0,0,100
4811,231398,40902,100355,-41.22533609733203,15.814964485247584,16.0,0.6844296419650291,0.6466819221967963,0.28376167674955394,0.41969382391248694,40934.88,100349.96,-32.87999999999738,5.039999999993597,-0.0008032269790456789,5.022423526619838e-05,0.4075731154401873,-2.6067296032050904,-15.992816511558953,-10.12899910280076,8.348518668797075,-41.22533609733203,6.503576721847145,47.72891281917918,-9.105486113875363,13.072889179847145,12.749117859138732,13.761280341048149,-20.78478743238742,44.69267898408378,65.4774664164712,12.531253535907409,18.65811850318467,-30.0,17.0,-39.0,0.0,30.0,17.0,0,0,0,0,100
4812,231418,40917,100340,-26.348480963824183,0.8514456592899375,20.0,0.6969192339716903,0.6398169336384439,0.3058284765361086,0.41068723969107107,40934.38,100349.86,-17.37999999999738,-9.860000000000582,-0.00042458197730116794,-9.8256240716236e-05,0.4077835359776759,-30.945581407740665,4.321170586277167,-10.58015815579955,8.60458893887371,-41.22533609733203,6.503576721847145,47.72891281917918,-9.506494269966689,13.583001081963348,12.574794236390186,13.857277080898818,-20.78478743238742,44.69267898408378,65.4774664164712,12.531253535907409,18.60938192478921,15.0,-15.0,-15.0,2.0,15.0,15.0,0,0,0,0,100
4813,231438,40918,100340,-25.47728640591988,0.8879935299111599,20.0,0.697751873438801,0.6398169336384439,0.3071207171146373,0.4107092379575678,40933.92,100349.58,-15.919999999998254,-9.580000000001746,-0.00038891950734252313,-9.546626901678857e-05,0.4077935020928842,-28.690846889919094,4.073894490148434,-11.011433236783748,8.80177302445128,-41.22533609733203,6.503576721847145,47.72891281917918,-9.826580895395637,14.04184625092664,12.23270558900345,13.93172976831357,-20.78478743238742,44.69267898408378,65.4774664164712,12.262771973138294,18.43502965763972,1.0,0.0,16.0,-15.0,1.0,0.0,0,0,0,0,100
4814,231468,40912,100353,-31.519704239029736,13.618347427622032,30.0,0.6927560366361366,0.6457665903890161,0.2981580147589746,0.4183716739047372,40933.12,100350.34,-21.12000000000262,2.6600000000034925,-0.0005159636011132945,2.6507134903613605e-05,0.40768088647075823,-2.3145028724335863,-19.465083759126127,-11.771898856001284,8.899653075185169,-41.22533609733203,3.0770466567776618,44.30238275410969,-10.408896190890538,14.70365094245105,12.920768286203636,13.092025354804846,-10.98802296841491,44.69267898408378,55.68070195249869,12.531253535907409,18.300802125564164,-6.0,13.0,-5.0,13.0,6.0,13.0,0,0,0,0,100
4815,231487,40918,100348,-24.79304301393296,8.508656237683606,19.0,0.697751873438801,0.6434782608695652,0.30813565352429817,0.41529613635351803,40932.8,100350.44,-14.80000000000291,-2.4400000000023283,-0.0003615682289020763,-2.4314791245582263e-05,0.4077609917487145,-2.9138611693028755,14.87029953291371,-12.02612355745249,9.088240955586325,-41.22533609733203,3.0770466567776618,44.30238275410969,-10.408896190890538,15.019049537590986,12.9356704021492,13.086458182082641,-10.98802296841491,44.69267898408378,55.68070195249869,12.531253535907409,18.307426054736936,6.0,-5.0,0.0,8.0,6.0,5.0,0,0,0,0,100
4816,231503,40933,100334,-9.762318243284431,-5.399328059373463,16.0,0.7102414654454621,0.637070938215103,0.33043068773577283,0.4069248813446844,40932.54,100350.36,0.4599999999991269,-16.360000000000582,1.1238002821205986e-05,-0.00016302881225339482,0.40796738892100387,1.8080616950727104,-0.06893261789663792,-12.219221106460962,8.931045990982135,-41.22533609733203,3.0770466567776618,44.30238275410969,-10.408896190890538,15.082363053971214,12.777396115233419,13.261752945577204,-10.98802296841491,44.69267898408378,55.68070195249869,12.531253535907409,18.319892490174972,15.0,-14.0,21.0,-19.0,15.0,14.0,0,0,0,0,100
4817,231519,40894,100388,-48.91220499385447,48.80706708751335,16.0,0.6777685262281432,0.6617848970251716,0.272359764490356,0.43955186360121534,40931.66,100351.24,-37.66000000000349,36.75999999999476,-0.0009200701852796464,0.0003663133609509435,0.4073594453520341,-1.002154153335061,-2.5117025021723456,-13.03672587097541,10.30542125545691,-48.91220499385447,3.0770466567776618,51.989251650632134,-11.208795842830302,16.553969147680913,13.588817004457887,14.187104947313234,-10.98802296841491,48.80706708751335,59.79509005592826,12.87996964965833,19.542374866716038,-39.0,54.0,-24.0,40.0,39.0,54.0,0,0,0,0,100
4818,231544,40933,100360,-9.94675699033566,20.44857859246818,25.0,0.7102414654454621,0.6489702517162471,0.3301571102311498,0.42248280932371435,40931.64,100351.9,1.360000000000582,8.10000000000582,3.3226130201491614e-05,8.071596053493577e-05,0.4078616978876046,-0.4864277947416524,0.41164262905736665,-12.995767204635953,10.313713720109815,-48.91220499385447,3.0770466567776618,51.989251650632134,-10.457347417666679,16.52680253780212,14.172464243446852,13.846202625141116,-10.98802296841491,48.80706708751335,59.79509005592826,13.400179355552751,19.71653426253631,39.0,-28.0,0.0,26.0,39.0,28.0,0,0,0,0,100
4819,231552,40939,100359,-3.2985081793376594,20.48156948371616,8.0,0.7152373022481265,0.6485125858123569,0.3400184400704827,0.42250266663428554,40931.68,100352.56,7.319999999999709,6.440000000002328,0.00017883458484967412,6.417374903044156e-05,0.407925547285246,-0.16104762781778678,2.7867249077943357,-12.881711549386203,10.390038794769099,-48.91220499385447,3.0770466567776618,51.989251650632134,-10.457347417666679,16.48430588393997,14.773243324888856,13.441332339362999,-10.98802296841491,48.80706708751335,59.79509005592826,13.815101009528565,19.882272131038963,6.0,-1.0,45.0,-29.0,6.0,1.0,0,0,0,0,100
4820,231572,40929,100420,-14.293078124606184,79.33983568814718,20.0,0.7069109075770191,0.6764302059496567,0.3237102236131577,0.45792962321198066,40931.38,100354.24,-2.3799999999973807,65.75999999999476,-5.814609719968838e-05,0.0006552787405892841,0.40757817167894844,-0.18015008476683134,-0.08873490561802494,-13.131608351013547,10.267561910546682,-48.91220499385447,3.0770466567776618,51.989251650632134,-11.208795842830302,16.60582755901123,16.350683198047346,16.094482419566624,-10.98802296841491,79.33983568814718,90.32785865656209,14.518227270905331,22.829729698571285,-10.0,61.0,-4.0,60.0,10.0,61.0,0,0,0,0,100
